,X,...1,name,address,city,state,zip,Zip.Plus,Contact.First.Name,Contact.Last.Name,Contact.Title,Phone,Business.Description,Primary.NAICS,NAICS2,NAICS3,NAICS4,NAICS5,Business.Type,County,Employee,Annual.Sales,URL,Year.Established,address_new,url,type,latitude,longitude
252,252,267,Let's Dance Studio,1912 S Ridge Ave # A,Kannapolis,NC,28083,6152,Lynn,Russell,Owner,(704) 938-8411,Dancing Instruction,611610,711120,NA,NA,NA,Private,Cabarrus,2,50000,lets-dance-studio.com,1987,1912 S Ridge Ave # A Kannapolis NC 28083,https://lets-dance-studio.com,dancing lessons,35.4665776,-80.62011932
253,253,269,Linda Kinlaw School of Dance,4145 Ferncreek Dr # B,Fayetteville,NC,28314,2575,Linda,Kinlaw,Owner,(910) 484-7700,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cumberland,7,185000,lindakinlawschoolofdance.com,1994,4145 Ferncreek Dr # B Fayetteville NC 28314,https://lindakinlawschoolofdance.com,dancing lessons,35.04613991,-78.941901
254,254,271,Little People's Creative,740 Greenville Blvd SE # 400,Greenville,NC,27858,5154,NA,NA,NA,(910) 794-5704,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pitt,3,46000,lpcw.com,2012,740 Greenville Blvd SE # 400 Greenville NC 27858,https://lpcw.com,dancing lessons,35.58757011,-77.36910369
255,255,272,Little Starz Dance Academy LLC,1303 N Ellis Ave,Dunn,NC,28334,2305,NA,NA,NA,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Harnett,2,47000,NA,2015,1303 N Ellis Ave Dunn NC 28334,NA,dancing lessons,35.32101807,-78.60665466
256,256,273,LKN Perform Dance Music-Acting,11020 Bailey Rd,Cornelius,NC,28031,8102,NA,NA,NA,(704) 215-4900,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,5,136000,lknperform.com,2018,11020 Bailey Rd Cornelius NC 28031,https://lknperform.com,dancing lessons,35.46295717,-80.85094239
257,257,274,Locust School of Dance,150 Ray Kennedy Dr,Locust,NC,28097,8013,NA,NA,NA,(704) 960-2620,Dancing Instruction,611610,NA,NA,NA,NA,Private,Stanly,3,69000,NA,2013,150 Ray Kennedy Dr Locust NC 28097,NA,dancing lessons,35.25980511,-80.43120367
258,258,275,Louisburg School of Dance,458 Fox Park Rd,Louisburg,NC,27549,8708,Terri,De Ment,Owner,(919) 496-2606,Dancing Instruction,611610,NA,NA,NA,NA,Private,Franklin,3,70000,louisburgdance.weebly.com,1984,458 Fox Park Rd Louisburg NC 27549,https://louisburgdance.weebly.com,dancing lessons,36.08147282,-78.31520336
259,259,276,Lux Dance Project LLC,4801 Gum Branch Rd,Jacksonville,NC,28540,9194,Sharon,Taylor,Manager,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Onslow,4,101000,NA,2019,4801 Gum Branch Rd Jacksonville NC 28540,NA,dancing lessons,34.83295355,-77.46184319
260,260,277,M J M Danceworks LLC,14815 Ballantyne Village Way,Charlotte,NC,28277,4291,Mark A,De Santis,Owner,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,4,109000,NA,2016,14815 Ballantyne Village Way Charlotte NC 28277,NA,dancing lessons,35.05204527,-80.85064211
261,261,278,Magic Fleet Cloggers,5208 Vickrey Chapel Rd,Greensboro,NC,27407,9787,Kody,Farrington,Owner,(336) 954-9001,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,1,42000,NA,2004,5208 Vickrey Chapel Rd Greensboro NC 27407,NA,dancing lessons,35.97710893,-79.89925291
262,262,280,Main Street Dance,830 N Main St,Fuquay Varina,NC,27526,2067,Mary,Naylor,Educator,(919) 552-0480,Dancing Instruction,611610,711120,711510,NA,NA,Private,Wake,1,35000,mainstreetdance.com,2001,830 N Main St Fuquay Varina NC 27526,https://mainstreetdance.com,dancing lessons,35.59144308,-78.78979546
263,263,281,Main Street Dance Works LLC,226 S Main St,Mt Holly,NC,28120,1621,NA,NA,NA,(704) 998-1652,Dancing Instruction,611610,NA,NA,NA,NA,Private,Gaston,4,105000,mainstreetdanceworks.com,2018,226 S Main St Mt Holly NC 28120,https://mainstreetdanceworks.com,dancing lessons,35.2952431,-81.01646238
264,264,282,Margaret Fletcher Dance Studio,507 Contentnea Ave,New Bern,NC,28560,3121,Margaret,Fletcher,Owner,(252) 626-1837,Dancing Instruction,611610,NA,NA,NA,NA,Private,Craven,1,21000,mfds.online,1971,507 Contentnea Ave New Bern NC 28560,https://mfds.online,dancing lessons,35.1230222,-77.05131657
265,265,283,Massey School of Dance Inc,9552 Dukes Lake Rd,Zebulon,NC,27597,9146,Debby,Driver,Owner,(919) 269-9885,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,4,139000,masseyschoolofdance.com,1995,9552 Dukes Lake Rd Zebulon NC 27597,https://masseyschoolofdance.com,dancing lessons,35.87734265,-78.31298661
266,266,284,Mayela World Dance,2424 N Davidson St,Charlotte,NC,28205,2382,NA,NA,NA,(704) 208-6805,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,4,109000,NA,2019,2424 N Davidson St Charlotte NC 28205,NA,dancing lessons,35.24124816,-80.81290935
267,267,285,Melissa Kathleen's Sch-Dance,151 N 1st St,Albemarle,NC,28001,4804,Melissa,Zaleski,Owner,(704) 982-0528,Dancing Instruction,611610,NA,NA,NA,NA,Private,Stanly,2,46000,mkschoolofdance.com,2007,151 N 1st St Albemarle NC 28001,https://mkschoolofdance.com,dancing lessons,35.35136633,-80.19959376
268,268,286,Midtown Ballroom,1133 Metropolitan Ave # 180,Charlotte,NC,28204,3384,Ellina,Veres,Educator,(704) 579-6000,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,3,55000,midtownballroomcharlotte.com,2016,1133 Metropolitan Ave # 180 Charlotte NC 28204,https://midtownballroomcharlotte.com,dancing lessons,35.21199479,-80.83580006
269,269,287,Miller Street Dance Academy,11500 E Indep Blvd # A,Matthews,NC,28105,4957,Michelle,Soutier,Owner,(704) 841-2600,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,5,136000,millerstreetdance.com,2015,11500 E Indep Blvd # A Matthews NC 28105,https://millerstreetdance.com,dancing lessons,35.11591597,-80.69486042
270,270,288,Miller Street Dance Academy,11115 Golf Links Dr # A,Charlotte,NC,28277,7827,Courtney,Spencer,Manager,(803) 396-5299,Dancing Instruction,611610,713990,NA,NA,NA,Private,Mecklenburg,20,542000,millerstreetdance.com,1994,11115 Golf Links Dr # A Charlotte NC 28277,https://millerstreetdance.com,dancing lessons,35.05424092,-80.77070611
271,271,290,Miller Street Dance Academy,11532 Providence Rd # O,Charlotte,NC,28277,2886,Michelle,Soutier,Owner,(704) 889-8637,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,3,82000,millerstreetdance.com,2020,11532 Providence Rd # O Charlotte NC 28277,https://millerstreetdance.com,dancing lessons,35.05248354,-80.76965184
272,272,291,Millpond Dance LLC,3490 Kildaire Farm Rd,Cary,NC,27518,2287,NA,NA,NA,(919) 629-4596,Dancing Instruction,611610,711120,NA,NA,NA,Private,Wake,4,139000,millponddancestudio.com,2015,3490 Kildaire Farm Rd Cary NC 27518,https://millponddancestudio.com,dancing lessons,35.70432125,-78.79464357
273,273,292,Mindy's Dance Attack,1950 Highway 172 # G,Sneads Ferry,NC,28460,NA,Mindy,Medina,Manager,(910) 741-0523,Dancing Instruction,611610,NA,NA,NA,NA,Private,Onslow,2,51000,mindys-dance-attack.business.site,2012,1950 Highway 172 # G Sneads Ferry NC 28460,https://mindys-dance-attack.business.site,dancing lessons,34.54911311,-77.43607096
274,274,293,Miss Donna's School of Dance,6607 Old Monroe Rd,Indian Trail,NC,28079,5352,Donna,Mitzel,Owner,(704) 684-0095,Dancing Instruction,611610,NA,NA,NA,NA,Private,Union,2,50000,missdonnasschoolofdancing.com,1956,6607 Old Monroe Rd Indian Trail NC 28079,https://missdonnasschoolofdancing.com,dancing lessons,35.04905209,-80.6480564
275,275,294,Miss Donna's School of Dancing,1707 Sardis Rd N # D,Charlotte,NC,28270,2570,Donna,Mitzel,Owner,(704) 847-3322,Dancing Instruction,611610,711120,NA,NA,NA,Private,Mecklenburg,7,190000,missdonnasschoolofdancing.com,1956,1707 Sardis Rd N # D Charlotte NC 28270,https://missdonnasschoolofdancing.com,dancing lessons,35.13947298,-80.73729803
276,276,295,Miss Donna's School of Dancing,8150 Mt Holly Huntersville Rd,Charlotte,NC,28216,9791,NA,NA,NA,(704) 399-7052,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,4,109000,missdonnasschoolofdancing.com,1956,8150 Mt Holly Huntersville Rd Charlotte NC 28216,https://missdonnasschoolofdancing.com,dancing lessons,35.34608225,-80.88768735
277,277,296,Miss Treva's School of Dance,2180 Northwest Blvd # C,Newton,NC,28658,3776,NA,NA,NA,(828) 464-8461,Dancing Instruction,611610,711120,NA,NA,NA,Private,Catawba,3,69000,NA,2007,2180 Northwest Blvd # C Newton NC 28658,NA,dancing lessons,35.68485352,-81.22873722
278,278,297,Mooves Dance Studio,3717 W Vernon Ave,Kinston,NC,28504,3201,Mandy,Jarman,Owner,(252) 520-7535,Dancing Instruction,611610,NA,NA,NA,NA,Private,Lenoir,3,72000,moovesdancestudio.com,2007,3717 W Vernon Ave Kinston NC 28504,https://moovesdancestudio.com,dancing lessons,35.26417718,-77.63947339
279,279,298,Motion Dance + Theatre,19 Town Square Blvd # 301,Asheville,NC,28803,5082,NA,NA,NA,(828) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Buncombe,5,1.00E+05,NA,2014,19 Town Square Blvd # 301 Asheville NC 28803,NA,dancing lessons,35.48622264,-82.55362553
280,280,299,Motion Dance Studio,55 Cabarrus Ave W,Concord,NC,28025,5141,Jina,Scruggs,Owner,(704) 782-5333,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cabarrus,1,25000,motiondancedowntownconcord.com,1994,55 Cabarrus Ave W Concord NC 28025,https://motiondancedowntownconcord.com,dancing lessons,35.409092,-80.58317036
281,281,300,Murphy School of Dance,281 Tennessee St,Murphy,NC,28906,2737,Janis,Owl,Owner,(828) 837-8535,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cherokee,2,42000,murphyschoolofdance.com,1989,281 Tennessee St Murphy NC 28906,https://murphyschoolofdance.com,dancing lessons,35.09110982,-84.03761343
282,282,301,Music & Dance Productions,210 James Jackson Ave,Cary,NC,27513,3165,Wesley,Boz,Manager,(919) 494-2300,Dancing Instruction,611610,711510,NA,NA,NA,Private,Wake,2,70000,musicanddance.com,2018,210 James Jackson Ave Cary NC 27513,https://musicanddance.com,dancing lessons,35.7963417,-78.80318971
283,283,302,Musick Dance Arts Ctr,103 SW 1st St,Pinetops,NC,27864,9805,Tonja,Musick,Owner,(252) 827-3000,Dancing Instruction,611610,NA,NA,NA,NA,Private,Edgecombe,3,50000,NA,2011,103 SW 1st St Pinetops NC 27864,NA,dancing lessons,35.79113298,-77.63735986
284,284,303,My Inspirations LLC,7585 Nc 73 Hwy # 111,Denver,NC,28037,9252,Jessica,Arroyo,Other,(704) 951-8248,Dancing Instruction,611610,711120,NA,NA,NA,Private,Lincoln,3,69000,NA,2016,7585 Nc 73 Hwy # 111 Denver NC 28037,NA,dancing lessons,35.44365351,-80.99196513
285,285,304,Nan's School of Dance,8471 Garvey Dr # 109,Raleigh,NC,27616,3370,Hillary,White,Owner,(919) 803-6044,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,NA,1975,8471 Garvey Dr # 109 Raleigh NC 27616,NA,dancing lessons,35.89567269,-78.56812914
286,286,305,Nan's School of Dance,1941 New Garden Rd # 102,Greensboro,NC,27410,2555,Jennifer,Grinwis,Owner,(336) 288-6141,Dancing Instruction,611610,611620,NA,NA,NA,Private,Guilford,12,503000,nansdance.com,1975,1941 New Garden Rd # 102 Greensboro NC 27410,https://nansdance.com,dancing lessons,36.12602887,-79.86148243
287,287,306,NC Academy of Dance Arts,207 Plaza Dr,Greenville,NC,27858,6714,Sherryl,Tipton,Owner,(252) 355-2140,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pitt,15,227000,ncacademyofdance.com,1978,207 Plaza Dr Greenville NC 27858,https://ncacademyofdance.com,dancing lessons,35.5844659,-77.37860987
288,288,307,NC Dance District Inc,4109 Stuart Andrew Blvd # A,Charlotte,NC,28217,1582,Jermeca,Jennings,CAO,(980) 938-0213,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,3,82000,ncdancedistrict.com,2020,4109 Stuart Andrew Blvd # A Charlotte NC 28217,https://ncdancedistrict.com,dancing lessons,35.19230299,-80.88739869
289,289,309,Next Step Dance Studio,7712 Sossamon Ln NW,Concord,NC,28027,3305,Stephanie,Sloop,Owner,(704) 786-7837,Dancing Instruction,611610,458110,711510,NA,NA,Private,Cabarrus,3,74000,thenextstepnc.com,1999,7712 Sossamon Ln NW Concord NC 28027,https://thenextstepnc.com,dancing lessons,35.36477086,-80.7080885
290,290,310,Nina's School of Dance,5341 N Roxboro Rd,Durham,NC,27712,2227,Nina,Wheeler,Owner,(919) 471-9662,Dancing Instruction,611610,NA,NA,NA,NA,Private,Durham,3,134000,ninasschoolofdance.com,1974,5341 N Roxboro Rd Durham NC 27712,https://ninasschoolofdance.com,dancing lessons,36.08459199,-78.91102792
291,291,311,Ninth Street Dance,1920 1/2 Perry St,Durham,NC,27705,4810,Bepi,Pinner,Owner,(919) 286-6011,Dancing Instruction,611610,NA,NA,NA,NA,Private,Durham,18,803000,ninthstreetdance.com,1990,1920 1/2 Perry St Durham NC 27705,https://ninthstreetdance.com,dancing lessons,36.00764458,-78.92124768
292,292,313,North Carolina Dance Factory,6514 Old Wake Forst Rd # 100,Raleigh,NC,27616,2957,NA,NA,NA,(919) 876-8200,Dancing Instruction,611610,711120,NA,NA,NA,Private,Wake,2,70000,ncdancefactory.com,2016,6514 Old Wake Forst Rd # 100 Raleigh NC 27616,https://ncdancefactory.com,dancing lessons,35.86561873,-78.59151456
293,293,314,North Carolina Dance Institute,5910 Duraleigh Rd # 101,Raleigh,NC,27612,2581,Kirstie T,Spadie,President,(919) 786-0555,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,ncdanceinstitute.com,2002,5910 Duraleigh Rd # 101 Raleigh NC 27612,https://ncdanceinstitute.com,dancing lessons,35.85765178,-78.71264057
294,294,315,Northwestern Studios,1474 Highway 105,Boone,NC,28607,4650,Holly,Roark,Owner,(828) 262-3262,Dancing Instruction,611610,NA,NA,NA,NA,Private,Watauga,4,73000,northwestern-studios.com,1989,1474 Highway 105 Boone NC 28607,https://northwestern-studios.com,dancing lessons,36.20200398,-81.67893839
295,295,316,O M Grown Dancers Inc,7710 Crystal Springs Cir # 102,Raleigh,NC,27617,6777,NA,NA,NA,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,NA,2017,7710 Crystal Springs Cir # 102 Raleigh NC 27617,NA,dancing lessons,35.91977679,-78.77392821
296,296,317,On Stage School of Dance,3745 Admiral Dr,High Point,NC,27265,1546,Lori K,Fields,President,(336) 841-0931,Dancing Instruction,611610,999990,NA,NA,NA,Private,Guilford,4,126000,onstageschoolofdance.com,2006,3745 Admiral Dr High Point NC 27265,https://onstageschoolofdance.com,dancing lessons,36.02797434,-79.96615181
297,297,318,Open Door Studio,1318 Central Ave # D1,Charlotte,NC,28205,5052,NA,NA,NA,(704) 817-9281,Dancing Instruction,611610,444180,NA,NA,NA,Private,Mecklenburg,7,217000,opendoorstudios.com,2011,1318 Central Ave # D1 Charlotte NC 28205,https://opendoorstudios.com,dancing lessons,35.22084669,-80.81653402
298,298,319,Open Door Studios,1221 the Plaza,Charlotte,NC,28205,5041,Jacqueline,White,Owner,(704) 817-9281,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,6,163000,opendoorstudios.com,2008,1221 the Plaza Charlotte NC 28205,https://opendoorstudios.com,dancing lessons,35.21920241,-80.81088963
299,299,320,Outer Banks Ctr For Dance,2910 S Croatan Hwy,Nags Head,NC,27959,9026,Marjorie E,Knapp,Exec Director,(252) 480-1086,Dancing Instruction,611610,458110,NA,NA,NA,Private,Dare,1,31000,obxdance.com,1992,2910 S Croatan Hwy Nags Head NC 27959,https://obxdance.com,dancing lessons,35.97807422,-75.641177
300,300,321,Pamela Myers Wurdemans Academy,204 E Main St,Elkin,NC,28621,3431,Pamela,Wurdeman,Owner,(336) 526-1847,Dancing Instruction,611610,NA,NA,NA,NA,Private,Surry,3,65000,academyofdanceartsandperformance.com,1987,204 E Main St Elkin NC 28621,https://academyofdanceartsandperformance.com,dancing lessons,36.24457587,-80.8490387
301,301,322,Paradigm Dance Collective LLC,1414 N Main St,Mocksville,NC,27028,2717,Brittany,Mcginley,Manager,(336) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Davie,2,46000,NA,2018,1414 N Main St Mocksville NC 27028,NA,dancing lessons,35.91012278,-80.54689041
302,302,323,Passion 4 Dance Studio LLC,3511C Airport Blvd NW,Wilson,NC,27896,8854,Mary L,Vinson,Manager,(252) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wilson,2,41000,NA,2019,3511C Airport Blvd NW Wilson NC 27896,NA,dancing lessons,35.76590646,-77.9466238
303,303,324,Pat's School of Dance,1256 N Main St,Hendersonville,NC,28792,2532,NA,NA,NA,(828) 692-2905,Dancing Instruction,611610,711120,711510,NA,NA,Private,Henderson,3,73000,patsschoolofdance.com,1971,1256 N Main St Hendersonville NC 28792,https://patsschoolofdance.com,dancing lessons,35.32807513,-82.46150774
304,304,325,Pegge Lee School of Dance Inc,2810 Poplar Tent Rd # 100,Concord,NC,28027,5642,NA,NA,NA,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cabarrus,2,50000,NA,2020,2810 Poplar Tent Rd # 100 Concord NC 28027,NA,dancing lessons,35.41202684,-80.62397128
305,305,326,Performing Arts School,329 North Blvd # A,Clinton,NC,28328,1911,Suzi,Faircloth,Owner,(910) 592-0571,Dancing Instruction,611610,NA,NA,NA,NA,Private,Sampson,2,49000,performingartsclinton.com,1997,329 North Blvd # A Clinton NC 28328,https://performingartsclinton.com,dancing lessons,35.01597052,-78.3291634
306,306,327,Physical Awareness-Gymnastics,9 E Hamlet Ave,Hamlet,NC,28345,2903,Terry,Barrett,Owner,(910) 582-6157,Dancing Instruction,611610,713940,611620,NA,NA,Private,Richmond,1,40000,NA,1994,9 E Hamlet Ave Hamlet NC 28345,NA,dancing lessons,34.88532659,-79.69614579
307,307,328,Piedmont School-Music-Dance,1605 Old Earnhardt Rd,Kannapolis,NC,28083,8025,Daniel,Wiley,Owner,(704) 932-8888,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cabarrus,5,124000,music-dance.org,2005,1605 Old Earnhardt Rd Kannapolis NC 28083,https://music-dance.org,dancing lessons,35.46908592,-80.59749807
308,308,329,Pisgah Dance Academy,6850 Asheville Hwy,Pisgah Forest,NC,28768,800,Ivan,Pangle,Owner,(828) 884-8777,Dancing Instruction,611610,236115,236220,NA,NA,Private,Transylvania,1,21000,pisgahdanceacademy.org,2009,6850 Asheville Hwy Pisgah Forest NC 28768,https://pisgahdanceacademy.org,dancing lessons,35.32424599,-82.65238676
309,309,330,Pointe South Dance & Tumble,4720 US Hwy 220 Bus N # A,Asheboro,NC,27203,3380,Kelly,Freeman,Owner,(336) 498-4758,Dancing Instruction,611610,NA,NA,NA,NA,Private,Randolph,10,216000,pointesouthdance.com,2011,4720 US Hwy 220 Bus N # A Asheboro NC 27203,https://pointesouthdance.com,dancing lessons,35.78124607,-79.80970484
310,310,331,Pointe-Studio of Dance,4609 W Market St # B,Greensboro,NC,27407,1377,Gina,Tate,Owner,(336) 549-8815,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,6,252000,thepointestudioofdance.com,2006,4609 W Market St # B Greensboro NC 27407,https://thepointestudioofdance.com,dancing lessons,36.07022614,-79.8627898
311,311,332,Pole Body & Arts,9539 Pinnacle Dr # 350,Charlotte,NC,28262,1939,NA,NA,NA,(980) 279-5939,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,2,NA,polebodyarts.com,2021,9539 Pinnacle Dr # 350 Charlotte NC 28262,https://polebodyarts.com,dancing lessons,35.3282674,-80.73871359
312,312,333,Positively Ballroom,70 Union St S,Concord,NC,28025,5014,Ryan B,Knight,Manager,(704) 858-1996,Dancing Instruction,611610,713990,NA,NA,NA,Private,Cabarrus,3,74000,positivelyballroom.com,2016,70 Union St S Concord NC 28025,https://positivelyballroom.com,dancing lessons,35.40915411,-80.57982993
313,313,334,Premier School of Dance,107 Edinburgh S Dr # 100A,Cary,NC,27511,6455,Monica,Derrenbacher,Director,(919) 851-2570,Dancing Instruction,611610,711120,NA,NA,NA,Private,Wake,3,104000,premierschoolofdance.com,1992,107 Edinburgh S Dr # 100A Cary NC 27511,https://premierschoolofdance.com,dancing lessons,35.73744027,-78.8001865
314,314,335,Preschool At Dance Art Studio,82 Dance Art Dr,Garner,NC,27529,7698,Amber,Turner,Owner,(919) 550-6556,Dancing Instruction,611610,NA,NA,NA,NA,Private,Johnston,5,110000,danceartpreschool.com,2002,82 Dance Art Dr Garner NC 27529,https://danceartpreschool.com,dancing lessons,35.5888317,-78.55882424
315,315,336,Prestige Dance Institute,381 Cleveland Xing Dr # 113,Garner,NC,27529,6633,Aleah Ham,Darnell,President,(919) 661-9111,Dancing Instruction,611610,711120,NA,NA,NA,Private,Johnston,3,66000,prestigedanceinstitute.com,2012,381 Cleveland Xing Dr # 113 Garner NC 27529,https://prestigedanceinstitute.com,dancing lessons,35.60578511,-78.5558011
316,316,337,Pro Dance Academy,6000 Mdwbrk Mall Ct # 200,Clemmons,NC,27012,8775,NA,NA,NA,(336) 778-1121,Dancing Instruction,611610,711120,NA,NA,NA,Private,Forsyth,3,91000,prodanceacademync.com,2012,6000 Mdwbrk Mall Ct # 200 Clemmons NC 27012,https://prodanceacademync.com,dancing lessons,36.03383304,-80.38259443
317,317,338,Progressions Dance Ctr,710 E 10th St,Roanoke Rapids,NC,27870,3920,Heather,Cook,Educator,(252) 532-7100,Dancing Instruction,611610,NA,NA,NA,NA,Private,Halifax,2,29000,NA,2011,710 E 10th St Roanoke Rapids NC 27870,NA,dancing lessons,36.45332867,-77.64905344
318,318,339,Pulse Dance Productions Inc,129 Nelson Ln,Clayton,NC,27527,5774,Catherine,Taylor,Owner,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Johnston,2,44000,NA,2015,129 Nelson Ln Clayton NC 27527,NA,dancing lessons,35.68922625,-78.43405568
319,319,340,Rah Cheer & Dance,1627 N Hamilton St,High Point,NC,27262,2107,NA,NA,NA,(336) 638-1594,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,3,126000,gomotionapp.com,2015,1627 N Hamilton St High Point NC 27262,https://gomotionapp.com,dancing lessons,35.97926158,-80.01417681
320,320,342,Raleigh School of Ballet,3921 Beryl Rd,Raleigh,NC,27607,5212,Mary L,Newton,President,(919) 834-1058,Dancing Instruction,611610,711120,NA,NA,NA,Private,Wake,15,520000,raleighballet.com,1982,3921 Beryl Rd Raleigh NC 27607,https://raleighballet.com,dancing lessons,35.79439688,-78.69294634
321,321,344,Rave Dance Complex,600 Indian Trail Rd S,Indian Trail,NC,28079,9680,Nicole,Palmer,Other,(704) 234-8965,Dancing Instruction,611610,NA,NA,NA,NA,Private,Union,2,50000,ravedancecomplex.net,2022,600 Indian Trail Rd S Indian Trail NC 28079,https://ravedancecomplex.net,dancing lessons,35.07005053,-80.67653232
322,322,345,Releve Performing Arts Ctr,2314 Asheville Hwy # F,Hendersonville,NC,28791,1777,Jamie P,Osteen,Other,(828) 696-4141,Dancing Instruction,611610,NA,NA,NA,NA,Private,Henderson,3,73000,releveperformingartscenter.com,2011,2314 Asheville Hwy # F Hendersonville NC 28791,https://releveperformingartscenter.com,dancing lessons,35.34346105,-82.47414042
323,323,346,RELEVE'DANCEWEAR.COM,280 Meeting St # 205,Cary,NC,27518,7,NA,NA,NA,(919) 854-4442,Dancing Instruction,611610,458110,NA,NA,NA,Private,Wake,3,104000,relevedancewear.com,2010,280 Meeting St # 205 Cary NC 27518,https://relevedancewear.com,dancing lessons,35.75890069,-78.74259976
324,324,347,Renner Dance Co,11312 US 15 501 N # 308,Chapel Hill,NC,27517,6376,Laura,Kinsley,Director,(919) 600-7646,Dancing Instruction,611610,NA,NA,NA,NA,Private,Chatham,5,149000,rennerdance.com,2017,11312 US 15 501 N # 308 Chapel Hill NC 27517,https://rennerdance.com,dancing lessons,35.84508393,-79.09059958
325,325,348,Rhodes Happy Dance LLC,1951 Clark Ave,Raleigh,NC,27605,1658,NA,NA,NA,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,4,139000,NA,2017,1951 Clark Ave Raleigh NC 27605,NA,dancing lessons,35.78898829,-78.65747718
326,326,349,Rhonda's Rainbow Family-Dance,2128 Sir Michael Dr,Hope Mills,NC,28348,8105,Rhonda C,Bright,Manager,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cumberland,3,80000,NA,2017,2128 Sir Michael Dr Hope Mills NC 28348,NA,dancing lessons,34.96917601,-78.9895249
327,327,350,Rhythm Dance Studio,120 W Matthews St,Matthews,NC,28105,1305,NA,NA,NA,(704) 845-5260,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,7,190000,dancerhythm.com,2012,120 W Matthews St Matthews NC 28105,https://dancerhythm.com,dancing lessons,35.11877349,-80.72088996
328,328,351,Roland's Ballroom,310 Hope Mills Rd,Fayetteville,NC,28304,3153,NA,NA,NA,(910) 423-2623,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cumberland,2,53000,NA,2007,310 Hope Mills Rd Fayetteville NC 28304,NA,dancing lessons,35.0401511,-78.96102406
329,329,352,Royal Expressions Contemporary,107 W Whittington St # B,Greensboro,NC,27406,1319,Princess,Johnson,Owner,(336) 944-6146,Dancing Instruction,611610,813319,NA,NA,NA,Private,Guilford,7,294000,royalexpressions.org,2009,107 W Whittington St # B Greensboro NC 27406,https://royalexpressions.org,dancing lessons,36.05883586,-79.79267683
330,330,354,Sadie's School of Dance,945 W Andrews Ave,Henderson,NC,27536,2504,NA,NA,NA,(252) 425-5844,Dancing Instruction,611610,NA,NA,NA,NA,Private,Vance,3,63000,NA,2017,945 W Andrews Ave Henderson NC 27536,NA,dancing lessons,36.33865843,-78.41016283
331,331,355,Sanford Latin Dance,2306 Jefferson Davis Hwy,Sanford,NC,27332,9137,NA,NA,NA,(919) 292-2888,Dancing Instruction,611610,NA,NA,NA,NA,Private,Lee,2,34000,NA,2014,2306 Jefferson Davis Hwy Sanford NC 27332,NA,dancing lessons,35.4364988,-79.21913038
332,332,356,Sapphire Studio,109 E Luther Ave # B,Liberty,NC,27298,NA,April,Straughn,Owner,(336) 622-8986,Dancing Instruction,611610,NA,NA,NA,NA,Private,Randolph,2,44000,sapphire-studio.com,2015,109 E Luther Ave # B Liberty NC 27298,https://sapphire-studio.com,dancing lessons,35.86076326,-79.57136443
333,333,357,Seven Lakes Dance,360 Mac Dougall Dr,West End,NC,27376,8375,Marcie R,Milbredt,Owner,(910) 673-3623,Dancing Instruction,611610,NA,NA,NA,NA,Private,Moore,3,101000,sevenlakesdance.com,2012,360 Mac Dougall Dr West End NC 27376,https://sevenlakesdance.com,dancing lessons,35.26913789,-79.5878501
